#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_002516.2",5397690,5398619,"-",880193,"fdnH","PA4811","NP_253499.1",309,"nitrate-inducible formate dehydrogenase subunit beta"
"chromosome","NC_002516.2",5398628,5401708,"-",880124,"fdnG","PA4812","YP_003933614.1",1026,"formate dehydrogenase-O major subunit"
"chromosome","NC_002516.2",5402016,5402945,"-",880125,"lipC","PA4813","NP_253500.1",309,"lipase LipC"
"chromosome","NC_002516.2",5403305,5405350,"+",880156,"fadH2","PA4814","NP_253501.1",681,"2,4-dienoyl-CoA reductase"
"chromosome","NC_002516.2",5405559,5406008,"+",880157,,"PA4815","NP_253502.1",149,"hypothetical protein PA4815"
"chromosome","NC_002516.2",5406165,5407400,"+",880098,,"PA4816","NP_253503.1",411,"hypothetical protein PA4816"
"chromosome","NC_002516.2",5407376,5407870,"+",880099,,"PA4817","NP_253504.1",164,"hypothetical protein PA4817"
"chromosome","NC_002516.2",5407873,5409309,"-",880067,,"PA4818","NP_253505.1",478,"hypothetical protein PA4818"
"chromosome","NC_002516.2",5409306,5410280,"-",880068,,"PA4819","NP_253506.1",324,"glycosyl transferase family protein"
"chromosome","NC_002516.2",5410277,5410639,"-",880058,,"PA4820","NP_253507.1",120,"hypothetical protein PA4820"
"chromosome","NC_002516.2",5410876,5412237,"+",880059,,"PA4821","NP_253508.1",453,"transporter"
"chromosome","NC_002516.2",5412569,5414236,"-",880171,,"PA4822","NP_253509.1",555,"hypothetical protein PA4822"
"chromosome","NC_002516.2",5414279,5414488,"-",880172,,"PA4823","NP_253510.1",69,"hypothetical protein PA4823"
"chromosome","NC_002516.2",5414539,5415315,"-",880400,,"PA4824","NP_253511.1",258,"hypothetical protein PA4824"
"chromosome","NC_002516.2",5415413,5418124,"-",880401,"mgtA","PA4825","NP_253512.1",903,"Mg(2+) transport ATPase"
"chromosome","NC_002516.2",5418351,5418569,"-",882168,,"PA4826","NP_253513.1",72,"hypothetical protein PA4826"
"chromosome","NC_002516.2",5418899,5419738,"-",882169,,"PA4827","NP_253514.1",279,"arylamine N-acetyltransferase"
"chromosome","NC_002516.2",5419863,5420318,"+",882253,,"PA4828","NP_253515.1",151,"hypothetical protein PA4828"
"chromosome","NC_002516.2",5420323,5421726,"-",882254,"lpd3","PA4829","NP_253516.1",467,"dihydrolipoamide dehydrogenase"
"chromosome","NC_002516.2",5421899,5422438,"+",882275,,"PA4830","NP_253517.1",179,"hypothetical protein PA4830"
"chromosome","NC_002516.2",5422506,5423066,"+",882767,,"PA4831","NP_253518.1",186,"transcriptional regulator"
"chromosome","NC_002516.2",5423071,5423868,"-",882768,,"PA4832","NP_253519.1",265,"short-chain dehydrogenase"
"chromosome","NC_002516.2",5424099,5424716,"+",882769,,"PA4833","NP_253520.1",205,"hypothetical protein PA4833"
"chromosome","NC_002516.2",5424761,5425615,"-",882351,,"PA4834","NP_253521.1",284,"hypothetical protein PA4834"
"chromosome","NC_002516.2",5425597,5426898,"-",882352,,"PA4835","NP_253522.1",433,"hypothetical protein PA4835"
"chromosome","NC_002516.2",5426895,5427686,"-",878136,,"PA4836","NP_253523.1",263,"hypothetical protein PA4836"
"chromosome","NC_002516.2",5427716,5429842,"-",878137,,"PA4837","NP_253524.1",708,"hypothetical protein PA4837"
"chromosome","NC_002516.2",5429984,5431138,"+",879593,,"PA4838","NP_253525.1",384,"hypothetical protein PA4838"
"chromosome","NC_002516.2",5431381,5433291,"-",879594,"speA","PA4839","NP_253526.1",636,"arginine decarboxylase"
"chromosome","NC_002516.2",5433541,5433912,"-",879519,,"PA4840","NP_253527.1",123,"translation initiation factor Sui1"
"chromosome","NC_002516.2",5434116,5434652,"-",879630,,"PA4841","NP_253528.1",178,"hypothetical protein PA4841"
"chromosome","NC_002516.2",5434656,5435726,"-",879631,,"PA4842","NP_253529.1",356,"hypothetical protein PA4842"
"chromosome","NC_002516.2",5436079,5437707,"+",879632,,"PA4843","NP_253530.1",542,"two-component response regulator"
"chromosome","NC_002516.2",5437785,5439758,"+",879569,,"PA4844","NP_253531.1",657,"chemotaxis transducer"
"chromosome","NC_002516.2",5439918,5441693,"+",879570,"dipZ","PA4845","NP_253532.1",591,"thiol:disulfide interchange protein"
"chromosome","NC_002516.2",5441837,5442280,"+",878093,"aroQ1","PA4846","NP_253533.1",147,"3-dehydroquinate dehydratase"
"chromosome","NC_002516.2",5442304,5442774,"+",879557,"accB","PA4847","NP_253534.1",156,"acetyl-CoA carboxylase biotin carboxyl carrier protein subunit"
"chromosome","NC_002516.2",5442792,5444141,"+",879558,"accC","PA4848","NP_253535.1",449,"acetyl-CoA carboxylase biotin carboxylase subunit"
"chromosome","NC_002516.2",5444252,5445118,"+",878324,,"PA4849","NP_253536.1",288,"hypothetical protein PA4849"
"chromosome","NC_002516.2",5445199,5446083,"+",878325,"prmA","PA4850","NP_253537.1",294,"50S ribosomal protein L11 methyltransferase"
"chromosome","NC_002516.2",5446179,5447444,"+",878658,,"PA4851","NP_253538.1",421,"hypothetical protein PA4851"
"chromosome","NC_002516.2",5447648,5448646,"+",878659,,"PA4852","NP_253539.1",332,"hypothetical protein PA4852"
"chromosome","NC_002516.2",5448643,5448966,"+",880045,"fis","PA4853","NP_253540.1",107,"Fis family transcriptional regulator"
"chromosome","NC_002516.2",5449046,5450653,"+",880046,"purH","PA4854","NP_253541.1",535,"bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase"
"chromosome","NC_002516.2",5450757,5452046,"+",878236,"purD","PA4855","NP_253542.1",429,"phosphoribosylamine--glycine ligase"
"chromosome","NC_002516.2",5452150,5454978,"+",877881,"retS","PA4856","NP_253543.1",942,"sensor histidine kinase MifS"
"chromosome","NC_002516.2",5455434,5456027,"+",877882,,"PA4857","NP_253544.1",197,"hypothetical protein PA4857"
"chromosome","NC_002516.2",5456452,5457717,"+",877883,,"PA4858","NP_253545.1",421,"hypothetical protein PA4858"
"chromosome","NC_002516.2",5457864,5459453,"+",880868,,"PA4859","NP_253546.2",529,"ABC transporter permease"
"chromosome","NC_002516.2",5459450,5460529,"+",880869,,"PA4860","NP_253547.1",359,"ABC transporter permease"
"chromosome","NC_002516.2",5460526,5461383,"+",877937,,"PA4861","NP_253548.1",285,"ABC transporter ATP-binding protein"
"chromosome","NC_002516.2",5461520,5462218,"+",877938,,"PA4862","NP_253549.1",232,"ABC transporter ATP-binding protein"
"chromosome","NC_002516.2",5462302,5462754,"+",879775,,"PA4863","NP_253550.1",150,"hypothetical protein PA4863"
"chromosome","NC_002516.2",5462763,5463605,"+",879776,"ureD","PA4864","NP_253551.1",280,"urease accessory protein"
"chromosome","NC_002516.2",5463607,5463909,"+",882210,"ureA","PA4865","NP_253552.1",100,"urease subunit gamma"
"chromosome","NC_002516.2",5463918,5464436,"+",882184,,"PA4866","NP_253553.1",172,"hypothetical protein PA4866"
"chromosome","NC_002516.2",5464453,5464758,"+",882185,"ureB","PA4867","NP_253554.1",101,"urease subunit beta"
"chromosome","NC_002516.2",5464821,5466521,"+",878240,"ureC","PA4868","NP_253555.1",566,"urease subunit alpha"
"chromosome","NC_002516.2",5466790,5468007,"+",878241,,"PA4869","NP_253556.1",405,"hypothetical protein PA4869"
"chromosome","NC_002516.2",5468017,5468283,"-",878248,,"PA4870","NP_253557.1",88,"hypothetical protein PA4870"
"chromosome","NC_002516.2",5468409,5469023,"+",878249,,"PA4871","NP_253558.1",204,"hypothetical protein PA4871"
"chromosome","NC_002516.2",5469115,5469978,"-",878100,,"PA4872","NP_253559.1",287,"hypothetical protein PA4872"
"chromosome","NC_002516.2",5470186,5471451,"+",878101,,"PA4873","NP_253560.1",421,"heat-shock protein"
"chromosome","NC_002516.2",5471626,5472042,"-",879705,,"PA4874","NP_253561.1",138,"hypothetical protein PA4874"
"chromosome","NC_002516.2",5472824,5473168,"+",879707,"osmE","PA4876","NP_253563.1",114,"OsmE family transcriptional regulator"
"chromosome","NC_002516.2",5473212,5473619,"-",882233,,"PA4877","NP_253564.1",135,"hypothetical protein PA4877"
"chromosome","NC_002516.2",5473766,5474578,"+",882234,,"PA4878","NP_253565.1",270,"transcriptional regulator"
"chromosome","NC_002516.2",5474580,5476649,"-",882910,,"PA4879","NP_253566.1",689,"hypothetical protein PA4879"
"chromosome","NC_002516.2",5476945,5477478,"+",882911,,"PA4880","NP_253567.1",177,"bacterioferritin"
"chromosome","NC_002516.2",5477754,5478095,"+",882511,,"PA4881","NP_253568.1",113,"hypothetical protein PA4881"
"chromosome","NC_002516.2",5478209,5478976,"-",882512,,"PA4882","NP_253569.1",255,"hypothetical protein PA4882"
"chromosome","NC_002516.2",5478973,5479587,"-",879597,,"PA4883","NP_253570.1",204,"hypothetical protein PA4883"
"chromosome","NC_002516.2",5479641,5480264,"-",879598,,"PA4884","NP_253571.1",207,"hypothetical protein PA4884"
"chromosome","NC_002516.2",5480402,5481091,"+",877996,"irlR","PA4885","NP_253572.1",229,"two-component response regulator"
"chromosome","NC_002516.2",5481070,5482461,"+",877997,,"PA4886","NP_253573.1",463,"two-component sensor"
"chromosome","NC_002516.2",5482452,5483768,"-",882278,,"PA4887","NP_253574.1",438,"major facilitator superfamily transporter"
"chromosome","NC_002516.2",5483988,5485100,"-",882279,"desB","PA4888","NP_253575.1",370,"acyl-CoA desaturase"
"chromosome","NC_002516.2",5485097,5486197,"-",882264,,"PA4889","NP_253576.1",366,"oxidoreductase"
"chromosome","NC_002516.2",5486356,5486985,"+",882265,"desT","PA4890","NP_253577.1",209,"transcriptional regulator"
"chromosome","NC_002516.2",5487215,5487718,"+",882294,"ureE","PA4891","NP_253578.1",167,"urease accessory protein UreE"
"chromosome","NC_002516.2",5487715,5488386,"+",882295,"ureF","PA4892","NP_253579.1",223,"urease accessory protein UreF"
"chromosome","NC_002516.2",5488397,5489011,"+",878632,"ureG","PA4893","NP_253580.1",204,"urease accessory protein UreG"
"chromosome","NC_002516.2",5489041,5489613,"+",878633,,"PA4894","NP_253581.1",190,"hypothetical protein PA4894"
"chromosome","NC_002516.2",5489630,5490652,"-",878635,,"PA4895","NP_253582.1",340,"transmembrane sensor"
"chromosome","NC_002516.2",5490645,5491181,"-",878636,,"PA4896","NP_253583.1",178,"RNA polymerase sigma factor"
"chromosome","NC_002516.2",5491346,5494315,"+",879747,,"PA4897","NP_253584.1",989,"hypothetical protein PA4897"
"chromosome","NC_002516.2",5494460,5495713,"-",879748,"opdK","PA4898","NP_253585.1",417,"vanillate porin OpdK"
"chromosome","NC_002516.2",5495821,5497290,"-",879749,,"PA4899","NP_253586.1",489,"aldehyde dehydrogenase"
"chromosome","NC_002516.2",5497313,5498653,"-",882176,,"PA4900","NP_253587.1",446,"major facilitator superfamily transporter"
"chromosome","NC_002516.2",5498740,5500326,"-",882177,"mdlC","PA4901","NP_253588.1",528,"benzoylformate decarboxylase"
"chromosome","NC_002516.2",5500427,5501323,"+",882267,,"PA4902","NP_253589.1",298,"transcriptional regulator"
"chromosome","NC_002516.2",5501338,5502672,"-",882268,,"PA4903","NP_253590.1",444,"major facilitator superfamily transporter"
"chromosome","NC_002516.2",5503051,5504106,"+",877879,"vanA","PA4904","NP_253591.1",351,"vanillate O-demethylase oxygenase"
"chromosome","NC_002516.2",5504121,5505074,"+",877880,"vanB","PA4905","NP_253592.1",317,"vanillate O-demethylase"
"chromosome","NC_002516.2",5505071,5505784,"-",878001,,"PA4906","NP_253593.1",237,"transcriptional regulator"
"chromosome","NC_002516.2",5505848,5506609,"-",878002,,"PA4907","NP_253594.1",253,"short-chain dehydrogenase"
"chromosome","NC_002516.2",5506966,5507898,"-",879734,,"PA4908","NP_253595.1",310,"ornithine cyclodeaminase"
"chromosome","NC_002516.2",5507969,5508685,"-",879735,,"PA4909","NP_253596.1",238,"ABC transporter ATP-binding protein"
"chromosome","NC_002516.2",5508682,5509554,"-",878157,,"PA4910","NP_253597.1",290,"ABC transporter ATP-binding protein"
"chromosome","NC_002516.2",5509551,5510828,"-",878158,,"PA4911","NP_253598.1",425,"branched-chain amino acid ABC transporter permease"
"chromosome","NC_002516.2",5510839,5511753,"-",878521,,"PA4912","NP_253599.1",304,"branched-chain amino acid ABC transporter"
"chromosome","NC_002516.2",5511988,5513112,"-",878522,,"PA4913","NP_253600.1",374,"ABC transporter"
"chromosome","NC_002516.2",5513732,5514670,"+",879725,,"PA4914","NP_253601.1",312,"transcriptional regulator"
"chromosome","NC_002516.2",5514727,5516352,"+",879726,,"PA4915","NP_253602.1",541,"chemotaxis transducer"
"chromosome","NC_002516.2",5516399,5517094,"-",878462,,"PA4916","NP_253603.1",231,"hypothetical protein PA4916"
"chromosome","NC_002516.2",5517109,5517711,"-",878463,,"PA4917","NP_253604.1",200,"hypothetical protein PA4917"
"chromosome","NC_002516.2",5517821,5518480,"+",878464,,"PA4918","NP_253605.1",219,"hypothetical protein PA4918"
"chromosome","NC_002516.2",5518483,5519682,"+",882212,"pncB1","PA4919","NP_253606.1",399,"nicotinate phosphoribosyltransferase"
"chromosome","NC_002516.2",5519711,5520538,"+",882213,"nadE","PA4920","NP_253607.1",275,"NAD synthetase"
"chromosome","NC_002516.2",5520672,5521595,"+",878045,,"PA4921","NP_253608.1",307,"hypothetical protein PA4921"
"chromosome","NC_002516.2",5521664,5522110,"-",878046,"azu","PA4922","NP_253609.1",148,"azurin"
"chromosome","NC_002516.2",5522386,5522973,"+",879697,,"PA4923","NP_253610.1",195,"hypothetical protein PA4923"
"chromosome","NC_002516.2",5522986,5523681,"-",879698,,"PA4924","NP_253611.1",231,"hypothetical protein PA4924"
"chromosome","NC_002516.2",5523868,5524719,"-",878053,,"PA4925","NP_253612.1",283,"hypothetical protein PA4925"
"chromosome","NC_002516.2",5524970,5525905,"-",878054,,"PA4926","NP_253613.1",311,"hypothetical protein PA4926"
"chromosome","NC_002516.2",5525905,5528397,"-",879695,,"PA4927","NP_253614.1",830,"hypothetical protein PA4927"
"chromosome","NC_002516.2",5528659,5530902,"-",879696,,"PA4928","NP_253615.1",747,"hypothetical protein PA4928"
"chromosome","NC_002516.2",5530973,5533015,"+",878645,,"PA4929","NP_253616.1",680,"hypothetical protein PA4929"
"chromosome","NC_002516.2",5533017,5534093,"-",878646,"alr","PA4930","NP_253617.1",358,"biosynthetic alanine racemase"
"chromosome","NC_002516.2",5534162,5535556,"-",879625,"dnaB","PA4931","NP_253618.1",464,"replicative DNA helicase"
"chromosome","NC_002516.2",5535685,5536131,"-",879626,"rplI","PA4932","NP_253619.1",148,"50S ribosomal protein L9"
"chromosome","NC_002516.2",5536153,5537022,"-",878034,,"PA4933","NP_253620.1",289,"hypothetical protein PA4933"
"chromosome","NC_002516.2",5537059,5537289,"-",878035,"rpsR","PA4934","NP_253621.1",76,"30S ribosomal protein S18"
"chromosome","NC_002516.2",5537319,5537738,"-",877646,"rpsF","PA4935","NP_253622.1",139,"30S ribosomal protein S6"
"chromosome","NC_002516.2",5537953,5538699,"-",877647,,"PA4936","NP_253623.1",248,"23S rRNA (guanosine(2251)-2\\'-O)-methyltransferase RlmB"
"chromosome","NC_002516.2",5538696,5541410,"-",879988,"rnr","PA4937","NP_253624.1",904,"exoribonuclease R"
"chromosome","NC_002516.2",5542073,5543365,"-",877657,"purA","PA4938","NP_253625.1",430,"adenylosuccinate synthetase"
"chromosome","NC_002516.2",5543417,5544601,"-",877658,,"PA4939","NP_253626.1",394,"ATP phosphoribosyltransferase"
"chromosome","NC_002516.2",5544636,5544821,"-",878720,,"PA4940","NP_253627.1",61,"hypothetical protein PA4940"
"chromosome","NC_002516.2",5544917,5545786,"-",878721,"hflC","PA4941","NP_253628.1",289,"protease subunit HflC"
"chromosome","NC_002516.2",5545786,5546988,"-",877755,"hflK","PA4942","NP_253629.1",400,"protease subunit HflK"
"chromosome","NC_002516.2",5547083,5548384,"-",877756,,"PA4943","NP_253630.1",433,"GTP-binding protein"
"chromosome","NC_002516.2",5548397,5548645,"-",878015,"hfq","PA4944","NP_253631.1",82,"RNA-binding protein Hfq"
"chromosome","NC_002516.2",5548751,5549722,"-",878016,"miaA","PA4945","NP_253632.1",323,"tRNA delta(2)-isopentenylpyrophosphate transferase"
"chromosome","NC_002516.2",5549780,5551681,"-",878468,"mutL","PA4946","NP_253633.1",633,"DNA mismatch repair protein"
"chromosome","NC_002516.2",5551681,5553108,"-",878469,"amiB","PA4947","NP_253634.1",475,"N-acetylmuramoyl-L-alanine amidase"
"chromosome","NC_002516.2",5553117,5553584,"-",878066,,"PA4948","NP_253635.1",155,"hypothetical protein PA4948"
"chromosome","NC_002516.2",5553572,5555080,"-",878067,,"PA4949","NP_253636.1",502,"hypothetical protein PA4949"
"chromosome","NC_002516.2",5555162,5556247,"+",878204,,"PA4950","NP_253637.1",361,"hypothetical protein PA4950"
"chromosome","NC_002516.2",5556281,5556823,"-",878205,"orn","PA4951","NP_253638.1",180,"oligoribonuclease"
"chromosome","NC_002516.2",5556935,5557954,"+",878216,,"PA4952","NP_253639.1",339,"ribosome-associated GTPase"
"chromosome","NC_002516.2",5557958,5559001,"-",878217,"motB","PA4953","NP_253640.1",347,"flagellar motor protein MotB"
"chromosome","NC_002516.2",5559021,5559872,"-",879861,"motA","PA4954","NP_253641.1",283,"flagellar motor protein MotA"
"chromosome","NC_002516.2",5560013,5561524,"+",879862,,"PA4955","NP_253642.1",503,"hypothetical protein PA4955"
"chromosome","NC_002516.2",5561599,5562414,"+",879172,"rhdA","PA4956","NP_253643.1",271,"thiosulfate:cyanide sulfurtransferase"
"chromosome","NC_002516.2",5562418,5563287,"+",879173,"psd","PA4957","NP_253644.1",289,"phosphatidylserine decarboxylase"
"chromosome","NC_002516.2",5563605,5565428,"+",878415,"fimW","PA4958","NP_253645.2",607,"cyclic-di-GMP receptor FimW"
"chromosome","NC_002516.2",5565493,5567568,"+",878416,"fimX","PA4959","NP_253646.1",691,"protein FimX"
"chromosome","NC_002516.2",5567655,5568944,"-",878558,,"PA4960","NP_253647.1",429,"phosphoserine phosphatase"
"chromosome","NC_002516.2",5569090,5570628,"+",878559,,"PA4961","NP_253648.1",512,"hypothetical protein PA4961"
"chromosome","NC_002516.2",5570625,5571161,"+",879930,,"PA4962","NP_253649.1",178,"hypothetical protein PA4962"
"chromosome","NC_002516.2",5571219,5571929,"-",879931,,"PA4963","NP_253650.1",236,"hypothetical protein PA4963"
"chromosome","NC_002516.2",5572222,5574486,"-",879741,"parC","PA4964","NP_253651.1",754,"DNA topoisomerase IV subunit A"
"chromosome","NC_002516.2",5574494,5575018,"-",879742,,"PA4965","NP_253652.1",174,"hypothetical protein PA4965"
"chromosome","NC_002516.2",5575015,5576028,"-",879896,,"PA4966","NP_253653.1",337,"hypothetical protein PA4966"
"chromosome","NC_002516.2",5576028,5577917,"-",879897,"parE","PA4967","NP_253654.1",629,"DNA topoisomerase IV subunit B"
"chromosome","NC_002516.2",5577929,5578549,"-",879898,,"PA4968","NP_253655.1",206,"hypothetical protein PA4968"
"chromosome","NC_002516.2",5578681,5579499,"-",880028,"cpdA","PA4969","NP_253656.1",272,"cAMP phosphodiesterase"
"chromosome","NC_002516.2",5579653,5580111,"-",880029,,"PA4970","NP_253657.1",152,"hypothetical protein PA4970"
"chromosome","NC_002516.2",5580102,5580719,"-",879756,"aspP","PA4971","NP_253658.1",205,"adenosine diphosphate sugar pyrophosphatase"
"chromosome","NC_002516.2",5580962,5581708,"+",879757,,"PA4972","NP_253659.1",248,"hypothetical protein PA4972"
"chromosome","NC_002516.2",5581762,5583645,"-",879702,"thiC","PA4973","NP_253660.1",627,"thiamine biosynthesis protein ThiC"
